,No,time_played,position,height,weight,salary,nth_year,nationality,j1_total_num_played,j1_total_scores,j2_total_num_played,j2_total_scores,j3_total_num_played,j3_total_scores,na_total_num_played,na_total_scores,prev3_div,prev2_div,prev1_div,prev3_num_played,prev2_num_played,prev1_num_played,prev3_scores,prev2_scores,prev1_scores,prev3_time_played,prev2_time_played,prev1_time_played,age,place_prev_season,is_youth,is_old,j12_total_num_played,j1na_total_num_played,j12_total_scores,j1na_total_scores,prev12_num_played,prev123_num_played,prev12_scores,prev123_scores,prev12_time_played,prev123_time_played,prev12_div,prev123_div
475,34.0,9.0,FW,177.0,77.0,600.0,3.0,brazil,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,3,6,0,0,0,0.0,31.0,75.0,20,3.0,True,False,9.0,9.0,0.0,0.0,9,9,0,0,106.0,106.0,2,2
476,38.0,428.0,FW,175.0,70.0,1400.0,3.0,other,51.0,6.0,15.0,4.0,0.0,0.0,0.0,0.0,True,True,False,9,31,26,4,1,5,796.0,1132.0,1655.0,25,3.0,False,False,58.5,51.0,13.5,6.0,57,66,6,10,2787.0,3583.0,1,2
477,2.0,2662.0,DF,171.0,69.0,1800.0,2.0,other,16.0,1.0,42.0,2.0,0.0,0.0,0.0,0.0,True,True,False,7,9,42,1,0,2,134.0,473.0,3733.0,26,0.0,False,False,37.0,16.0,22.0,1.0,51,58,2,3,4206.0,4340.0,1,2
478,3.0,7.0,DF,181.0,82.0,3100.0,7.0,other,299.0,1.0,75.0,2.0,0.0,0.0,9.0,1.0,False,False,False,32,14,20,0,2,0,0.0,441.0,1421.0,36,0.0,False,True,336.5,308.0,38.5,2.0,34,66,2,2,1862.0,1862.0,0,0
479,5.0,492.0,DF,181.0,77.0,3100.0,3.0,other,205.0,10.0,42.0,1.0,0.0,0.0,0.0,0.0,True,False,False,27,9,33,1,1,0,1908.0,664.0,2725.0,31,0.0,False,False,226.0,205.0,31.0,10.0,42,69,1,2,3389.0,5297.0,0,1
480,6.0,2825.0,MF,183.0,75.0,7100.0,2.0,brazil,0.0,0.0,39.0,8.0,0.0,0.0,0.0,0.0,False,False,False,23,8,39,1,0,8,0.0,0.0,3341.0,29,0.0,False,False,19.5,0.0,19.5,0.0,47,70,8,9,3341.0,3341.0,0,0
481,7.0,543.0,MF,171.0,66.0,2500.0,3.0,other,111.0,6.0,247.0,20.0,0.0,0.0,3.0,0.0,True,False,False,7,31,26,0,1,2,205.0,2052.0,891.0,32,0.0,False,True,234.5,114.0,129.5,6.0,57,64,3,3,2943.0,3148.0,0,1
482,8.0,2918.0,FW,177.0,68.0,7200.0,9.0,other,79.0,33.0,168.0,23.0,0.0,0.0,18.0,5.0,True,False,False,14,4,20,1,1,5,1153.0,0.0,1635.0,27,0.0,False,False,163.0,97.0,117.0,38.0,24,38,6,7,1635.0,2788.0,0,1
483,9.0,2999.0,FW,187.0,79.0,3200.0,7.0,other,113.0,17.0,18.0,5.0,0.0,0.0,0.0,0.0,True,True,False,32,24,41,5,6,14,2079.0,1041.0,3487.0,25,0.0,False,False,122.0,113.0,26.0,17.0,65,97,20,25,4528.0,6607.0,1,2
484,10.0,2880.0,MF,173.0,72.0,5800.0,9.0,other,102.0,10.0,58.0,2.0,0.0,0.0,29.0,2.0,True,False,False,19,35,19,1,1,1,1795.0,3150.0,1800.0,27,0.0,False,False,131.0,131.0,39.0,12.0,54,73,2,3,4950.0,6745.0,0,1
485,11.0,186.0,FW,187.0,80.0,4800.0,2.0,brazil,0.0,0.0,32.0,5.0,0.0,0.0,0.0,0.0,False,False,False,27,27,32,15,11,5,0.0,0.0,2104.0,30,0.0,False,False,16.0,0.0,16.0,0.0,59,86,16,31,2104.0,2104.0,0,0
486,14.0,2947.0,DF,178.0,73.0,2600.0,9.0,other,144.0,7.0,79.0,1.0,0.0,0.0,0.0,0.0,True,False,False,33,39,40,3,0,1,2918.0,3510.0,3564.0,27,0.0,False,False,183.5,144.0,46.5,7.0,79,112,1,4,7074.0,9992.0,0,1
487,16.0,1901.0,MF,176.0,72.0,3000.0,1.0,other,170.0,21.0,50.0,7.0,9.0,3.0,0.0,0.0,True,True,True,32,32,17,4,7,1,2356.0,2353.0,570.0,27,0.0,False,False,195.0,170.0,46.0,21.0,49,81,8,12,2923.0,5279.0,2,3
488,17.0,5.0,MF,171.0,63.0,1500.0,1.0,other,0.0,0.0,40.0,5.0,35.0,19.0,0.0,0.0,False,False,False,25,35,40,13,19,5,0.0,3049.0,3337.0,25,0.0,False,False,20.0,0.0,20.0,0.0,75,100,24,37,6386.0,6386.0,0,0
489,18.0,44.0,MF,165.0,64.0,1600.0,2.0,other,0.0,0.0,67.0,16.0,38.0,10.0,0.0,0.0,False,False,False,32,42,25,9,13,3,2859.0,3577.0,1740.0,30,0.0,False,False,33.5,0.0,33.5,0.0,67,99,16,25,5317.0,8176.0,0,0
490,20.0,0.0,MF,175.0,65.0,2100.0,15.0,other,153.0,4.0,126.0,8.0,1.0,0.0,0.0,0.0,True,False,False,25,25,15,0,0,1,2159.0,1984.0,561.0,33,0.0,False,True,216.0,153.0,67.0,4.0,40,65,1,1,2545.0,4704.0,0,1
491,21.0,2790.0,GK,192.0,82.0,10000.0,9.0,korea,152.0,0.0,113.0,0.0,0.0,0.0,10.0,0.0,True,False,False,31,24,39,0,0,0,2759.0,2134.0,3465.0,30,0.0,False,False,208.5,162.0,56.5,0.0,63,94,0,0,5599.0,8358.0,0,1
492,22.0,3032.0,DF,187.0,83.0,7800.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,18,37,34,4,0,0,0.0,0.0,0.0,26,0.0,False,False,0.0,0.0,0.0,0.0,71,89,0,4,0.0,0.0,0,0
493,23.0,1906.0,DF,182.0,73.0,2800.0,11.0,other,68.0,4.0,134.0,3.0,0.0,0.0,0.0,0.0,True,False,False,33,42,39,1,2,1,2937.0,3769.0,3510.0,30,0.0,False,False,135.0,68.0,71.0,4.0,81,114,3,4,7279.0,10216.0,0,1
494,24.0,2200.0,MF,186.0,80.0,2000.0,2.0,other,63.0,4.0,34.0,6.0,0.0,0.0,1.0,0.0,True,True,False,8,13,34,0,0,6,297.0,611.0,2542.0,28,0.0,False,False,80.0,64.0,21.0,4.0,47,55,6,6,3153.0,3450.0,1,2
495,46.0,1289.0,MF,172.0,66.0,1000.0,4.0,other,97.0,17.0,0.0,0.0,0.0,0.0,42.0,5.0,False,False,False,32,21,4,5,5,1,0.0,0.0,0.0,28,0.0,False,False,97.0,139.0,17.0,22.0,25,57,6,11,0.0,0.0,0,0
496,1.0,630.0,GK,190.0,92.0,1500.0,1.0,other,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,False,False,False,23,31,42,0,0,0,2070.0,2790.0,3711.0,28,2.0,False,False,68.0,0.0,68.0,0.0,73,96,0,0,6501.0,8571.0,0,0
497,2.0,2291.0,DF,176.0,70.0,800.0,2.0,other,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,False,True,True,0,0,12,0,0,0,0.0,0.0,1080.0,23,2.0,False,False,12.0,12.0,0.0,0.0,12,12,0,0,1080.0,1080.0,2,2
498,3.0,1484.0,DF,183.0,79.0,7000.0,8.0,other,266.0,23.0,37.0,6.0,0.0,0.0,39.0,2.0,True,True,True,33,32,32,1,7,4,2970.0,2834.0,2865.0,30,2.0,False,False,284.5,305.0,41.5,25.0,64,97,11,12,5699.0,8669.0,2,3
499,4.0,892.0,DF,185.0,83.0,1500.0,10.0,other,54.0,1.0,46.0,3.0,10.0,0.0,0.0,0.0,True,True,True,25,19,7,0,0,0,2231.0,1398.0,378.0,29,2.0,False,False,77.0,54.0,24.0,1.0,26,51,0,0,1776.0,4007.0,2,3
500,5.0,2746.0,DF,182.0,75.0,3000.0,5.0,other,57.0,0.0,41.0,2.0,1.0,0.0,2.0,0.0,False,True,True,41,20,34,2,0,0,3689.0,1454.0,2925.0,28,2.0,False,False,77.5,59.0,20.5,0.0,54,95,0,2,4379.0,8068.0,2,2
501,6.0,2731.0,DF,179.0,78.0,6500.0,5.0,other,184.0,6.0,32.0,0.0,0.0,0.0,7.0,0.0,True,True,False,34,30,10,1,3,0,3060.0,2608.0,0.0,30,2.0,False,False,200.0,191.0,22.0,6.0,40,74,3,4,2608.0,5668.0,1,2
502,7.0,559.0,MF,177.0,71.0,3500.0,9.0,other,180.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,True,True,True,33,31,21,2,1,0,2753.0,2656.0,1834.0,27,2.0,False,False,180.5,181.0,5.5,5.0,52,85,1,3,4490.0,7243.0,2,3
503,8.0,2644.0,MF,183.0,69.0,6000.0,1.0,other,184.0,22.0,86.0,17.0,0.0,0.0,2.0,0.0,True,False,False,32,14,32,3,2,1,2039.0,0.0,0.0,31,2.0,False,False,227.0,186.0,65.0,22.0,46,78,3,6,0.0,2039.0,0,1
504,10.0,497.0,MF,180.0,73.0,3500.0,13.0,other,256.0,16.0,34.0,6.0,3.0,0.0,0.0,0.0,True,True,True,7,18,14,0,0,0,214.0,1481.0,954.0,32,2.0,False,True,273.0,256.0,33.0,16.0,32,39,0,0,2435.0,2649.0,2,3
505,13.0,2140.0,FW,170.0,73.0,17000.0,1.0,other,371.0,171.0,29.0,18.0,0.0,0.0,60.0,6.0,True,True,True,32,32,33,18,23,15,2879.0,2868.0,2849.0,35,2.0,False,True,385.5,431.0,185.5,177.0,65,97,38,56,5717.0,8596.0,2,3
506,15.0,1664.0,FW,178.0,71.0,3500.0,1.0,other,164.0,42.0,5.0,0.0,0.0,0.0,6.0,0.0,True,True,True,28,31,31,12,10,7,2088.0,2731.0,2696.0,28,2.0,False,False,166.5,170.0,44.5,42.0,62,90,17,29,5427.0,7515.0,2,3
507,16.0,0.0,FW,173.0,70.0,7000.0,3.0,other,26.0,3.0,0.0,0.0,3.0,0.0,23.0,3.0,False,True,True,24,10,16,13,2,1,0.0,557.0,818.0,29,2.0,False,False,26.0,49.0,3.0,6.0,26,50,3,16,1375.0,1375.0,2,2
508,17.0,396.0,MF,168.0,65.0,2500.0,6.0,other,111.0,15.0,97.0,17.0,0.0,0.0,0.0,0.0,True,True,True,30,22,29,6,1,5,1810.0,1311.0,1688.0,27,2.0,False,False,159.5,111.0,63.5,15.0,51,81,6,12,2999.0,4809.0,2,3
509,18.0,57.0,MF,175.0,70.0,3500.0,16.0,other,289.0,49.0,23.0,3.0,2.0,0.0,6.0,0.0,True,True,True,3,10,0,0,1,0,61.0,570.0,0.0,36,2.0,False,True,300.5,295.0,60.5,49.0,10,13,1,1,570.0,631.0,2,3
510,20.0,1160.0,FW,183.0,78.0,5000.0,3.0,other,385.0,152.0,37.0,17.0,0.0,0.0,33.0,10.0,False,True,True,37,30,29,17,9,6,3233.0,2209.0,2050.0,36,2.0,False,True,403.5,418.0,170.5,162.0,59,96,15,32,4259.0,7492.0,2,2
511,21.0,180.0,MF,178.0,71.0,480.0,2.0,korea,5.0,1.0,0.0,0.0,26.0,11.0,0.0,0.0,False,False,True,0,0,5,0,0,1,0.0,0.0,84.0,23,2.0,False,False,5.0,5.0,1.0,1.0,5,5,1,1,84.0,84.0,1,1
512,22.0,1722.0,DF,180.0,76.0,5000.0,12.0,other,335.0,4.0,37.0,3.0,0.0,0.0,9.0,0.0,True,True,True,34,33,30,0,0,0,2992.0,2917.0,2533.0,34,2.0,False,True,353.5,344.0,22.5,4.0,63,97,0,0,5450.0,8442.0,2,3
513,23.0,1055.0,MF,164.0,64.0,2000.0,4.0,other,30.0,4.0,57.0,8.0,10.0,0.0,0.0,0.0,False,True,True,33,13,12,2,1,3,2600.0,401.0,765.0,23,2.0,False,False,58.5,30.0,32.5,4.0,25,58,4,6,1166.0,3766.0,2,2
514,25.0,255.0,DF,183.0,78.0,700.0,3.0,other,18.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,True,True,0,0,18,0,0,0,0.0,0.0,1614.0,21,2.0,True,False,18.0,18.0,0.0,0.0,18,18,0,0,1614.0,1614.0,2,2
515,26.0,315.0,DF,185.0,80.0,480.0,2.0,other,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,0.0,0.0,0.0,20,2.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,1
516,27.0,365.0,MF,175.0,68.0,1200.0,8.0,other,54.0,4.0,31.0,5.0,3.0,2.0,0.0,0.0,False,True,True,35,0,24,1,0,1,0.0,0.0,1568.0,27,2.0,False,False,69.5,54.0,19.5,4.0,24,59,1,2,1568.0,1568.0,2,2
517,30.0,0.0,GK,183.0,82.0,380.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,19,2.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
518,33.0,2430.0,GK,195.0,93.0,7000.0,1.0,other,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,34,23,34,0,0,0,3060.0,2070.0,3060.0,30,2.0,False,False,144.0,144.0,0.0,0.0,57,91,0,0,5130.0,8190.0,2,3
519,36.0,181.0,DF,186.0,80.0,480.0,1.0,other,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,0.0,0.0,0.0,23,2.0,False,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,1
520,37.0,2225.0,MF,183.0,76.0,1100.0,5.0,other,41.0,5.0,60.0,0.0,3.0,0.0,0.0,0.0,False,True,True,39,13,28,0,1,4,3245.0,660.0,1956.0,24,2.0,False,False,71.0,41.0,35.0,5.0,41,80,5,5,2616.0,5861.0,2,2
521,38.0,2207.0,MF,178.0,72.0,3200.0,5.0,other,184.0,20.0,29.0,6.0,0.0,0.0,0.0,0.0,True,True,True,23,25,28,1,4,2,1413.0,1671.0,2138.0,27,2.0,False,False,198.5,184.0,34.5,20.0,53,76,6,7,3809.0,5222.0,2,3
522,44.0,468.0,FW,171.0,72.0,2200.0,2.0,other,55.0,7.0,93.0,37.0,1.0,0.0,0.0,0.0,True,True,True,14,30,11,1,5,1,933.0,2544.0,925.0,30,2.0,False,False,101.5,55.0,53.5,7.0,41,55,6,7,3469.0,4402.0,2,3
523,1.0,2970.0,GK,184.0,78.0,7000.0,4.0,other,186.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,True,True,34,34,34,0,0,0,3060.0,3029.0,3060.0,31,4.0,False,False,186.0,188.0,0.0,0.0,68,102,0,0,6089.0,9149.0,2,3
524,2.0,3060.0,DF,183.0,77.0,2000.0,1.0,other,16.0,0.0,29.0,0.0,11.0,1.0,0.0,0.0,True,True,False,7,7,29,0,0,0,452.0,603.0,2478.0,22,4.0,False,False,30.5,16.0,14.5,0.0,36,43,0,0,3081.0,3533.0,1,2
525,3.0,1906.0,DF,186.0,78.0,4000.0,1.0,brazil,58.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,11,33,23,0,4,3,733.0,2895.0,1995.0,28,4.0,False,False,58.0,58.0,8.0,8.0,56,67,7,7,4890.0,5623.0,2,3
526,4.0,2900.0,DF,175.0,60.0,4000.0,7.0,other,131.0,4.0,42.0,4.0,0.0,0.0,3.0,0.0,True,True,True,25,32,29,0,0,2,1950.0,2800.0,2486.0,29,4.0,False,False,152.0,134.0,25.0,4.0,61,86,2,2,5286.0,7236.0,2,3
527,5.0,128.0,DF,181.0,74.0,4300.0,9.0,other,131.0,2.0,149.0,6.0,0.0,0.0,2.0,0.0,True,True,True,25,34,28,2,0,0,2065.0,3060.0,2462.0,31,4.0,False,False,205.5,133.0,76.5,2.0,62,87,0,2,5522.0,7587.0,2,3
528,6.0,1050.0,DF,183.0,74.0,2000.0,6.0,other,63.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,True,True,True,4,13,28,0,0,3,213.0,737.0,2404.0,29,4.0,False,False,63.0,63.0,3.0,3.0,41,45,3,3,3141.0,3354.0,2,3
529,7.0,2283.0,MF,178.0,75.0,14500.0,17.0,other,537.0,100.0,33.0,5.0,0.0,0.0,152.0,15.0,True,True,True,34,34,34,6,5,2,3053.0,3031.0,2872.0,37,4.0,False,True,553.5,689.0,116.5,115.0,68,102,7,13,5903.0,8956.0,2,3
530,8.0,2585.0,MF,171.0,71.0,2000.0,4.0,other,30.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,True,True,True,0,8,22,0,0,4,0.0,298.0,1490.0,21,4.0,True,False,30.0,30.0,4.0,4.0,30,30,4,4,1788.0,1788.0,2,3
531,9.0,1360.0,FW,176.0,74.0,9000.0,2.0,brazil,62.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,15,33,29,1,8,9,0.0,2820.0,1942.0,23,4.0,False,False,62.0,62.0,17.0,17.0,62,77,17,18,4762.0,4762.0,2,2
532,10.0,2921.0,MF,172.0,68.0,4500.0,9.0,other,181.0,30.0,57.0,16.0,0.0,0.0,1.0,0.0,True,True,True,30,31,34,6,5,2,1726.0,2193.0,2201.0,29,4.0,False,False,209.5,182.0,58.5,30.0,65,95,7,13,4394.0,6120.0,2,3
533,13.0,193.0,FW,177.0,68.0,600.0,2.0,other,14.0,1.0,0.0,0.0,11.0,7.0,0.0,0.0,False,False,True,0,0,14,0,0,1,0.0,0.0,337.0,23,4.0,False,False,14.0,14.0,1.0,1.0,14,14,1,1,337.0,337.0,1,1
534,14.0,255.0,DF,176.0,71.0,3000.0,4.0,other,100.0,4.0,109.0,20.0,0.0,0.0,2.0,0.0,True,True,True,21,31,21,1,2,1,1532.0,2454.0,1694.0,29,4.0,False,False,154.5,102.0,58.5,4.0,52,73,3,4,4148.0,5680.0,2,3
535,15.0,2010.0,MF,178.0,73.0,10000.0,6.0,other,390.0,43.0,91.0,7.0,0.0,0.0,87.0,2.0,True,True,True,33,31,33,2,3,4,2766.0,2615.0,2721.0,34,4.0,False,True,435.5,477.0,88.5,45.0,64,97,7,9,5336.0,8102.0,2,3
536,18.0,73.0,GK,185.0,82.0,1100.0,12.0,other,222.0,0.0,130.0,0.0,4.0,0.0,0.0,0.0,False,True,True,8,1,0,0,0,0,675.0,31.0,0.0,36,4.0,False,True,287.0,222.0,65.0,0.0,1,9,0,0,31.0,706.0,2,2
537,20.0,2424.0,FW,192.0,82.0,2000.0,3.0,other,56.0,16.0,79.0,12.0,1.0,0.0,0.0,0.0,True,True,True,10,18,21,4,3,9,623.0,929.0,1152.0,29,4.0,False,False,95.5,56.0,55.5,16.0,39,49,12,16,2081.0,2704.0,2,3
538,22.0,2213.0,DF,178.0,74.0,3500.0,5.0,korea,52.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,True,True,True,24,10,18,0,0,0,2114.0,645.0,1522.0,27,4.0,False,False,54.5,55.0,2.5,0.0,28,52,0,0,2167.0,4281.0,2,3
539,24.0,69.0,MF,171.0,66.0,1300.0,1.0,other,0.0,0.0,99.0,15.0,1.0,0.0,0.0,0.0,False,False,False,32,31,35,4,6,5,2037.0,1863.0,2227.0,23,4.0,False,False,49.5,0.0,49.5,0.0,66,98,11,15,4090.0,6127.0,0,0
540,25.0,804.0,MF,173.0,69.0,6000.0,2.0,other,291.0,51.0,0.0,0.0,4.0,2.0,13.0,1.0,True,True,True,26,19,13,3,3,0,1803.0,1256.0,408.0,33,4.0,False,True,291.0,304.0,51.0,52.0,32,58,3,6,1664.0,3467.0,2,3
541,35.0,1132.0,DF,180.0,70.0,480.0,2.0,other,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,False,True,True,0,0,5,0,0,0,0.0,0.0,287.0,20,4.0,True,False,5.0,5.0,0.0,0.0,5,5,0,0,287.0,287.0,2,2
542,36.0,76.0,MF,174.0,66.0,480.0,2.0,other,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,True,True,True,0,0,0,0,0,0,0.0,0.0,0.0,20,4.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3
543,38.0,547.0,MF,172.0,70.0,480.0,2.0,other,5.0,0.0,0.0,0.0,21.0,10.0,0.0,0.0,False,True,True,0,2,3,0,0,0,0.0,46.0,25.0,19,4.0,True,False,5.0,5.0,0.0,0.0,5,5,0,0,71.0,71.0,2,2
544,39.0,746.0,MF,165.0,63.0,1800.0,1.0,other,46.0,3.0,41.0,7.0,0.0,0.0,0.0,0.0,True,False,True,16,41,30,0,7,3,906.0,3004.0,2022.0,26,4.0,False,False,66.5,46.0,23.5,3.0,71,87,10,10,5026.0,5932.0,1,2
545,1.0,3060.0,GK,183.0,81.0,9000.0,4.0,other,355.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,True,True,True,34,34,34,0,0,0,3060.0,3060.0,3060.0,31,5.0,False,False,355.0,386.0,0.0,0.0,68,102,0,0,6120.0,9180.0,2,3
546,3.0,1664.0,MF,172.0,71.0,5300.0,8.0,other,183.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,31,31,26,3,1,3,2646.0,2654.0,2103.0,29,5.0,False,False,183.0,183.0,12.0,12.0,57,88,4,7,4757.0,7403.0,2,3
547,4.0,386.0,DF,180.0,77.0,3200.0,5.0,other,382.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,32,30,14,3,2,1,2803.0,2664.0,1142.0,36,5.0,False,True,382.0,382.0,29.0,29.0,44,76,3,6,3806.0,6609.0,2,3
548,5.0,2732.0,DF,182.0,77.0,8500.0,6.0,other,246.0,35.0,41.0,7.0,0.0,0.0,24.0,2.0,True,True,True,31,33,29,4,3,3,2745.0,2970.0,2542.0,30,5.0,False,False,266.5,270.0,55.5,37.0,62,93,6,10,5512.0,8257.0,2,3
549,6.0,2690.0,DF,178.0,75.0,3500.0,2.0,other,81.0,8.0,104.0,15.0,0.0,0.0,7.0,0.0,False,True,True,38,31,27,7,4,0,3364.0,2745.0,2304.0,24,5.0,False,False,133.0,88.0,60.0,8.0,58,96,4,11,5049.0,8413.0,2,2
550,7.0,355.0,MF,169.0,67.0,5000.0,10.0,other,237.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,True,True,True,33,31,19,4,8,1,1947.0,1743.0,695.0,30,5.0,False,False,237.0,238.0,30.0,30.0,50,83,9,13,2438.0,4385.0,2,3
551,8.0,1770.0,FW,179.0,73.0,8000.0,1.0,brazil,47.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,7,17,23,1,7,11,315.0,1307.0,1688.0,25,5.0,False,False,47.0,47.0,19.0,19.0,40,47,18,19,2995.0,3310.0,2,3
552,9.0,2276.0,FW,170.0,68.0,4500.0,3.0,other,136.0,31.0,0.0,0.0,0.0,0.0,2.0,2.0,True,True,True,30,32,34,4,13,12,1720.0,2588.0,2628.0,29,5.0,False,False,136.0,138.0,31.0,33.0,66,96,25,29,5216.0,6936.0,2,3
553,10.0,2136.0,MF,176.0,73.0,8300.0,8.0,other,309.0,50.0,31.0,4.0,0.0,0.0,11.0,0.0,True,True,True,33,33,33,3,5,5,2882.0,2834.0,2712.0,30,5.0,False,False,324.5,320.0,65.5,50.0,66,99,10,13,5546.0,8428.0,2,3
554,13.0,591.0,FW,170.0,64.0,2500.0,3.0,other,155.0,24.0,30.0,6.0,0.0,0.0,0.0,0.0,True,True,True,31,21,14,3,2,2,1912.0,881.0,829.0,26,5.0,False,False,170.0,155.0,39.0,24.0,35,66,4,7,1710.0,3622.0,2,3
555,14.0,180.0,DF,172.0,72.0,2800.0,16.0,other,330.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,25,8,0,1,0,0,1735.0,312.0,0.0,38,5.0,False,True,330.0,330.0,9.0,9.0,8,33,0,1,312.0,2047.0,2,3
556,15.0,445.0,MF,172.0,68.0,2000.0,1.0,other,0.0,0.0,41.0,4.0,0.0,0.0,0.0,0.0,False,False,False,10,1,41,0,0,4,0.0,0.0,3281.0,26,5.0,False,False,20.5,0.0,20.5,0.0,42,52,4,4,3281.0,3281.0,0,0
557,16.0,1244.0,MF,179.0,77.0,2800.0,4.0,other,194.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,21,22,24,0,1,0,986.0,517.0,565.0,28,5.0,False,False,194.0,194.0,12.0,12.0,46,67,1,1,1082.0,2068.0,2,3
558,17.0,0.0,DF,186.0,89.0,1200.0,1.0,other,16.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,18,16,0,0,0,0.0,1607.0,1327.0,25,5.0,False,False,25.0,16.0,9.0,0.0,34,34,0,0,2934.0,2934.0,0,0
559,18.0,1163.0,MF,168.0,64.0,2400.0,2.0,other,23.0,0.0,171.0,15.0,0.0,0.0,0.0,0.0,False,False,True,40,35,23,1,3,0,3192.0,3129.0,1144.0,25,5.0,False,False,108.5,23.0,85.5,0.0,58,98,3,4,4273.0,7465.0,1,1
560,19.0,6.0,FW,180.0,75.0,1200.0,1.0,other,0.0,0.0,62.0,10.0,2.0,0.0,0.0,0.0,False,False,False,6,33,23,1,3,6,220.0,1023.0,543.0,22,5.0,False,False,31.0,0.0,31.0,0.0,56,62,9,10,1566.0,1786.0,0,0
561,20.0,701.0,FW,182.0,77.0,5500.0,4.0,other,250.0,64.0,31.0,8.0,0.0,0.0,11.0,2.0,True,True,True,34,24,32,6,2,10,1914.0,792.0,2137.0,32,5.0,False,True,265.5,261.0,79.5,66.0,56,90,12,18,2929.0,4843.0,2,3
562,21.0,624.0,FW,186.0,80.0,8000.0,3.0,other,126.0,29.0,0.0,0.0,0.0,0.0,48.0,6.0,True,True,True,32,29,26,7,8,4,2718.0,1296.0,799.0,34,5.0,False,True,126.0,174.0,29.0,35.0,55,87,12,19,2095.0,4813.0,2,3
563,22.0,2950.0,MF,178.0,77.0,10000.0,10.0,other,503.0,68.0,0.0,0.0,0.0,0.0,53.0,3.0,True,True,True,34,34,34,4,3,1,3060.0,3060.0,3060.0,36,5.0,False,True,503.0,556.0,68.0,71.0,68,102,4,8,6120.0,9180.0,2,3
564,23.0,0.0,GK,183.0,78.0,650.0,4.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,0,0,0,0,0,0.0,0.0,0.0,29,5.0,False,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,2
565,24.0,1727.0,MF,167.0,61.0,2500.0,4.0,other,85.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,21,32,32,2,6,2,550.0,2465.0,2465.0,22,5.0,False,False,85.0,85.0,10.0,10.0,64,85,8,10,4930.0,5480.0,2,3
566,25.0,0.0,GK,180.0,76.0,2800.0,1.0,other,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,34,9,23,0,0,0,3060.0,810.0,2025.0,34,5.0,False,True,238.0,238.0,0.0,0.0,32,66,0,0,2835.0,5895.0,2,3
567,26.0,0.0,MF,174.0,66.0,400.0,2.0,other,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,0,1,0,0,0,0.0,0.0,17.0,19,5.0,True,False,1.0,1.0,0.0,0.0,1,1,0,0,17.0,17.0,1,1
568,30.0,2872.0,FW,175.0,72.0,8500.0,5.0,other,312.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,True,True,True,31,26,30,12,12,14,2478.0,2003.0,2264.0,31,5.0,False,False,312.0,328.0,100.0,100.0,56,87,26,38,4267.0,6745.0,2,3
569,38.0,486.0,MF,172.0,68.0,2900.0,1.0,other,96.0,8.0,162.0,24.0,0.0,0.0,0.0,0.0,False,True,True,41,34,32,8,3,3,3374.0,2939.0,2763.0,26,5.0,False,False,177.0,96.0,89.0,8.0,66,107,6,14,5702.0,9076.0,2,2
